module_id,cpg,strategy,module_size
1,cg22598028,median,2252
1,cg22600868,median,2252
1,cg22620221,median,2252
1,cg22624022,median,2252
1,cg22629111,median,2252
1,cg22643811,median,2252
1,cg22650617,median,2252
1,cg22659676,median,2252
1,cg22665692,median,2252
1,cg22666373,median,2252
1,cg22679728,median,2252
1,cg22685409,median,2252
1,cg22694818,median,2252
1,cg22702328,median,2252
1,cg22706610,median,2252
1,cg22720041,median,2252
1,cg22727965,median,2252
1,cg22746058,median,2252
1,cg22759823,median,2252
1,cg22762091,median,2252
1,cg22762215,median,2252
1,cg22812955,median,2252
1,cg22821324,median,2252
1,cg22832061,median,2252
1,cg22836229,median,2252
1,cg22853427,median,2252
1,cg22866015,median,2252
1,cg22869726,median,2252
1,cg22871668,median,2252
1,cg22879667,median,2252
1,cg22931604,median,2252
1,cg22950163,median,2252
1,cg22954449,median,2252
1,cg22958047,median,2252
1,cg23016734,median,2252
1,cg23018092,median,2252
1,cg23037403,median,2252
1,cg23042510,median,2252
1,cg23085662,median,2252
1,cg23090870,median,2252
1,cg23093589,median,2252
1,cg23130097,median,2252
1,cg23130131,median,2252
1,cg23151024,median,2252
1,cg23208513,median,2252
1,cg23244910,median,2252
1,cg23254031,median,2252
1,cg23266743,median,2252
1,cg23267759,median,2252
1,cg23281154,median,2252
1,cg23284720,median,2252
1,cg23294090,median,2252
1,cg23316787,median,2252
1,cg23318063,median,2252
1,cg23322933,median,2252
1,cg23331421,median,2252
1,cg23331484,median,2252
1,cg23335460,median,2252
1,cg23337382,median,2252
1,cg23341223,median,2252
1,cg23368787,median,2252
1,cg23412793,median,2252
1,cg23419635,median,2252
1,cg23449696,median,2252
1,cg23463269,median,2252
1,cg23479922,median,2252
1,cg23495279,median,2252
1,cg23495748,median,2252
1,cg23496260,median,2252
1,cg23497016,median,2252
1,cg23521835,median,2252
1,cg23536473,median,2252
1,cg23546474,median,2252
1,cg23588217,median,2252
1,cg23606718,median,2252
1,cg23621097,median,2252
1,cg23629998,median,2252
1,cg23668184,median,2252
1,cg23683254,median,2252
1,cg23683588,median,2252
1,cg23695504,median,2252
1,cg23697855,median,2252
1,cg23708361,median,2252
1,cg23712342,median,2252
1,cg23729107,median,2252
1,cg23730181,median,2252
1,cg23746497,median,2252
1,cg23748737,median,2252
1,cg23771603,median,2252
1,cg23805357,median,2252
1,cg23833452,median,2252
1,cg23839136,median,2252
1,cg23847712,median,2252
1,cg23873669,median,2252
1,cg23881278,median,2252
1,cg23883696,median,2252
1,cg23889730,median,2252
1,cg23891996,median,2252
1,cg23896164,median,2252
1,cg23906738,median,2252
1,cg23922259,median,2252
1,cg23944251,median,2252
1,cg23978504,median,2252
1,cg23999695,median,2252
1,cg24021956,median,2252
1,cg24035245,median,2252
1,cg24041917,median,2252
1,cg24054190,median,2252
1,cg24073122,median,2252
1,cg24089600,median,2252
1,cg24092282,median,2252
1,cg24109612,median,2252
1,cg24120841,median,2252
1,cg24133115,median,2252
1,cg24136205,median,2252
1,cg24164564,median,2252
1,cg24176563,median,2252
1,cg24189904,median,2252
1,cg24190603,median,2252
1,cg24198558,median,2252
1,cg24201034,median,2252
1,cg24213719,median,2252
1,cg24228329,median,2252
1,cg24275315,median,2252
1,cg24301620,median,2252
1,cg24309428,median,2252
1,cg24319902,median,2252
1,cg24328125,median,2252
1,cg24346629,median,2252
1,cg24353443,median,2252
1,cg24362812,median,2252
1,cg24366557,median,2252
1,cg24367628,median,2252
1,cg24396691,median,2252
1,cg24410535,median,2252
1,cg24430140,median,2252
1,cg24446586,median,2252
1,cg24452260,median,2252
1,cg24488891,median,2252
1,cg24525176,median,2252
1,cg24534566,median,2252
1,cg24563570,median,2252
1,cg24566400,median,2252
1,cg24567424,median,2252
1,cg24575234,median,2252
1,cg24578124,median,2252
1,cg24583615,median,2252
1,cg24599249,median,2252
1,cg24603464,median,2252
1,cg24613080,median,2252
1,cg24617696,median,2252
1,cg24621437,median,2252
1,cg24632247,median,2252
1,cg24633978,median,2252
1,cg24665290,median,2252
1,cg24675998,median,2252
1,cg24693053,median,2252
1,cg24695832,median,2252
1,cg24719005,median,2252
1,cg24740218,median,2252
1,cg24745495,median,2252
1,cg24767956,median,2252
1,cg24768649,median,2252
1,cg24783211,median,2252
1,cg24799620,median,2252
1,cg24809973,median,2252
1,cg24811864,median,2252
1,cg24842733,median,2252
1,cg24843380,median,2252
1,cg24863335,median,2252
1,cg24869601,median,2252
1,cg24880056,median,2252
1,cg24880701,median,2252
1,cg24923694,median,2252
1,cg24933645,median,2252
1,cg24935332,median,2252
1,cg24938830,median,2252
1,cg24945701,median,2252
1,cg25032595,median,2252
1,cg25033990,median,2252
1,cg25044651,median,2252
1,cg25052664,median,2252
1,cg25084878,median,2252
1,cg25124276,median,2252
1,cg25125060,median,2252
1,cg25145765,median,2252
1,cg25146017,median,2252
1,cg25146557,median,2252
1,cg25147376,median,2252
1,cg25168494,median,2252
1,cg25174438,median,2252
1,cg25181651,median,2252
1,cg25191850,median,2252
1,cg25201047,median,2252
1,cg25209842,median,2252
1,cg25218716,median,2252
1,cg25237016,median,2252
1,cg25250358,median,2252
1,cg25260137,median,2252
1,cg25267072,median,2252
1,cg25286333,median,2252
1,cg25302957,median,2252
1,cg25308508,median,2252
1,cg25345178,median,2252
1,cg25351606,median,2252
1,cg25382400,median,2252
1,cg25403721,median,2252
1,cg25439496,median,2252
1,cg25444386,median,2252
1,cg25482786,median,2252
1,cg25486757,median,2252
1,cg25495650,median,2252
1,cg25496678,median,2252
1,cg25500080,median,2252
1,cg25509872,median,2252
1,cg25527090,median,2252
1,cg25557432,median,2252
1,cg25557835,median,2252
1,cg25570278,median,2252
1,cg25571189,median,2252
1,cg25623768,median,2252
1,cg25627226,median,2252
1,cg25635352,median,2252
1,cg25649641,median,2252
1,cg25657713,median,2252
1,cg25684999,median,2252
1,cg25688568,median,2252
1,cg25691167,median,2252
1,cg25722465,median,2252
1,cg25724283,median,2252
1,cg25739875,median,2252
1,cg25744767,median,2252
1,cg25763393,median,2252
1,cg25796439,median,2252
1,cg25800765,median,2252
1,cg25894658,median,2252
1,cg25915838,median,2252
1,cg25920406,median,2252
1,cg25939742,median,2252
1,cg25942450,median,2252
1,cg25970832,median,2252
1,cg25984344,median,2252
1,cg25984671,median,2252
1,cg25996084,median,2252
1,cg26000663,median,2252
1,cg26001902,median,2252
1,cg26004759,median,2252
1,cg26048025,median,2252
1,cg26055770,median,2252
1,cg26056703,median,2252
1,cg26059468,median,2252
1,cg26060489,median,2252
1,cg26078977,median,2252
1,cg26091021,median,2252
1,cg26094789,median,2252
1,cg26113809,median,2252
1,cg26114043,median,2252
1,cg26115633,median,2252
1,cg26116485,median,2252
1,cg26118906,median,2252
1,cg26124980,median,2252
1,cg26126806,median,2252
1,cg26133769,median,2252
1,cg26144658,median,2252
1,cg26157385,median,2252
1,cg26162616,median,2252
1,cg26163578,median,2252
1,cg26186727,median,2252
1,cg26195356,median,2252
1,cg26199576,median,2252
1,cg26200580,median,2252
1,cg26220018,median,2252
1,cg26239725,median,2252
1,cg26248284,median,2252
1,cg26249106,median,2252
1,cg26249873,median,2252
1,cg26252281,median,2252
1,cg26301788,median,2252
1,cg26304237,median,2252
1,cg26312150,median,2252
1,cg26316023,median,2252
1,cg26320696,median,2252
1,cg26325335,median,2252
1,cg26333652,median,2252
1,cg26351229,median,2252
1,cg26354128,median,2252
1,cg26357587,median,2252
1,cg26410450,median,2252
1,cg26422458,median,2252
1,cg26422488,median,2252
1,cg26446499,median,2252
1,cg26452056,median,2252
1,cg26492514,median,2252
1,cg26503073,median,2252
1,cg26517714,median,2252
1,cg26549701,median,2252
1,cg26554592,median,2252
1,cg26557693,median,2252
1,cg26558485,median,2252
1,cg26578856,median,2252
1,cg26609631,median,2252
1,cg26619317,median,2252
1,cg26636193,median,2252
1,cg26642224,median,2252
1,cg26650638,median,2252
1,cg26659079,median,2252
1,cg26675654,median,2252
1,cg26685195,median,2252
1,cg26705266,median,2252
1,cg26705953,median,2252
1,cg26705960,median,2252
1,cg26708319,median,2252
1,cg26715952,median,2252
1,cg26721877,median,2252
1,cg26748945,median,2252
1,cg26763877,median,2252
1,cg26805749,median,2252
1,cg26808747,median,2252
1,cg26813646,median,2252
1,cg26817217,median,2252
1,cg26819695,median,2252
1,cg26844246,median,2252
1,cg26855918,median,2252
1,cg26856607,median,2252
1,cg26872137,median,2252
1,cg26875805,median,2252
1,cg26885220,median,2252
1,cg26886462,median,2252
1,cg26902216,median,2252
1,cg26923490,median,2252
1,cg26925231,median,2252
1,cg26931862,median,2252
1,cg26947626,median,2252
1,cg26955835,median,2252
1,cg26963356,median,2252
1,cg26967100,median,2252
1,cg26990587,median,2252
1,cg27003782,median,2252
1,cg27020216,median,2252
1,cg27024876,median,2252
1,cg27043726,median,2252
1,cg27044841,median,2252
1,cg27050153,median,2252
1,cg27062795,median,2252
1,cg27094244,median,2252
1,cg27100990,median,2252
1,cg27114644,median,2252
1,cg27120816,median,2252
1,cg27137983,median,2252
1,cg27176138,median,2252
1,cg27196745,median,2252
1,cg27209578,median,2252
1,cg27213509,median,2252
1,cg27223047,median,2252
1,cg27232145,median,2252
1,cg27272677,median,2252
1,cg27280575,median,2252
1,cg27302539,median,2252
1,cg27315556,median,2252
1,cg27317647,median,2252
1,cg27338487,median,2252
1,cg27343616,median,2252
1,cg27344587,median,2252
1,cg27346707,median,2252
1,cg27353143,median,2252
1,cg27360326,median,2252
1,cg27382790,median,2252
1,cg27391267,median,2252
1,cg27393010,median,2252
1,cg27423760,median,2252
1,cg27467929,median,2252
1,cg27526665,median,2252
1,cg27591349,median,2252
1,cg27603796,median,2252
1,cg27604416,median,2252
1,cg27606499,median,2252
1,cg27618240,median,2252
1,cg27621129,median,2252
1,cg27634151,median,2252
1,cg27638126,median,2252
1,cg27641522,median,2252
1,cg27648946,median,2252
1,cg27649239,median,2252
1,cg27659787,median,2252
2,cg01340312,median,41
2,cg01406381,median,41
2,cg01437204,median,41
2,cg01955153,median,41
2,cg02519286,median,41
2,cg02610723,median,41
2,cg03290131,median,41
2,cg03725309,median,41
2,cg03881294,median,41
2,cg04381957,median,41
2,cg05168229,median,41
2,cg05395210,median,41
2,cg05492306,median,41
2,cg06007201,median,41
2,cg06285727,median,41
2,cg07092212,median,41
2,cg08105590,median,41
2,cg08872742,median,41
2,cg08913523,median,41
2,cg09834049,median,41
2,cg11961845,median,41
2,cg12142865,median,41
2,cg13092901,median,41
2,cg13591783,median,41
2,cg16618104,median,41
2,cg17666418,median,41
2,cg17827670,median,41
2,cg18458509,median,41
2,cg21545859,median,41
2,cg22810489,median,41
2,cg23190089,median,41
2,cg23919111,median,41
2,cg24185397,median,41
2,cg25607249,median,41
2,cg25691553,median,41
2,cg26140475,median,41
2,cg26170244,median,41
2,cg26695387,median,41
2,cg26954174,median,41
2,cg26963632,median,41
2,cg27004870,median,41
3,cg00947782,median,13
3,cg03343571,median,13
3,cg06249604,median,13
3,cg07179033,median,13
3,cg07382347,median,13
3,cg08491487,median,13
3,cg09279736,median,13
3,cg10930308,median,13
3,cg13185413,median,13
3,cg13918754,median,13
3,cg16078649,median,13
3,cg18930910,median,13
3,cg23712018,median,13
4,cg03562414,median,11
4,cg06878361,median,11
4,cg09547119,median,11
4,cg10635122,median,11
4,cg10783469,median,11
4,cg11269599,median,11
4,cg12227172,median,11
4,cg16731240,median,11
4,cg22331349,median,11
4,cg23010048,median,11
4,cg24794228,median,11
5,cg00059225,median,20
5,cg00439658,median,20
5,cg00748589,median,20
5,cg06493994,median,20
5,cg06639320,median,20
5,cg07547549,median,20
5,cg07553761,median,20
5,cg08316825,median,20
5,cg10189695,median,20
5,cg11970349,median,20
5,cg12757011,median,20
5,cg12878812,median,20
5,cg13649056,median,20
5,cg15480367,median,20
5,cg15618978,median,20
5,cg16867657,median,20
5,cg17110586,median,20
5,cg21572722,median,20
5,cg23500537,median,20
5,cg24079702,median,20
6,cg00653847,median,21
6,cg03677924,median,21
6,cg04204669,median,21
6,cg04632997,median,21
6,cg04896437,median,21
6,cg05344066,median,21
6,cg09791504,median,21
6,cg11231631,median,21
6,cg12577320,median,21
6,cg13106156,median,21
6,cg13135455,median,21
6,cg14646983,median,21
6,cg14857193,median,21
6,cg17206420,median,21
6,cg17401106,median,21
6,cg20116935,median,21
6,cg20661303,median,21
6,cg21301148,median,21
6,cg21448513,median,21
6,cg24952158,median,21
6,cg26847866,median,21
7,cg01116059,median,9
7,cg04226749,median,9
7,cg10055771,median,9
7,cg10263682,median,9
7,cg11131532,median,9
7,cg11536474,median,9
7,cg16366843,median,9
7,cg24663256,median,9
7,cg24721899,median,9
8,cg05691152,median,9
8,cg06594770,median,9
8,cg06644488,median,9
8,cg11540735,median,9
8,cg11679014,median,9
8,cg12325455,median,9
8,cg12379720,median,9
8,cg13897416,median,9
8,cg14268632,median,9
9,cg01592801,median,13
9,cg02561482,median,13
9,cg04499648,median,13
9,cg06329574,median,13
9,cg08005774,median,13
9,cg09302895,median,13
9,cg10833037,median,13
9,cg12233363,median,13
9,cg17097923,median,13
9,cg17694795,median,13
9,cg20491838,median,13
9,cg20585038,median,13
9,cg27513935,median,13
10,cg01569083,median,9
10,cg04425624,median,9
10,cg08553327,median,9
10,cg10650821,median,9
10,cg10717214,median,9
10,cg12681001,median,9
10,cg21222743,median,9
10,cg21467614,median,9
10,cg26729380,median,9
11,cg00144180,median,13
11,cg00259097,median,13
11,cg00625963,median,13
11,cg00786084,median,13
11,cg04324917,median,13
11,cg05305327,median,13
11,cg05805445,median,13
11,cg07102001,median,13
11,cg08362785,median,13
11,cg08469255,median,13
11,cg17820878,median,13
11,cg21232015,median,13
11,cg24130561,median,13
12,cg12377139,median,6
12,cg12610471,median,6
12,cg18247055,median,6
12,cg23016129,median,6
12,cg25778262,median,6
12,cg27076669,median,6
13,cg00303541,median,7
13,cg00664406,median,7
13,cg04453050,median,7
13,cg12934382,median,7
13,cg21213853,median,7
13,cg21899500,median,7
13,cg25693132,median,7
14,cg03234186,median,8
14,cg05661282,median,8
14,cg08668790,median,8
14,cg11294513,median,8
14,cg12506930,median,8
14,cg21790626,median,8
14,cg26465391,median,8
14,cg27049766,median,8
15,cg00090261,median,4
15,cg18425434,median,4
15,cg20051292,median,4
15,cg24848035,median,4
16,cg17880622,median,4
16,cg25829666,median,4
16,cg26139133,median,4
16,cg26146027,median,4
17,cg11945824,median,10
17,cg13782301,median,10
17,cg14027333,median,10
17,cg14531663,median,10
17,cg14757228,median,10
17,cg17955729,median,10
17,cg21035875,median,10
17,cg21570988,median,10
17,cg25955180,median,10
17,cg27067781,median,10
18,cg00699945,median,4
18,cg01303723,median,4
18,cg15304699,median,4
18,cg24659054,median,4
19,cg03431846,median,6
19,cg07516252,median,6
19,cg16425038,median,6
19,cg18556834,median,6
19,cg18628371,median,6
19,cg19989295,median,6
20,cg03402459,median,5
20,cg06087185,median,5
20,cg09205920,median,5
20,cg20723129,median,5
20,cg21133153,median,5
21,cg02150988,median,4
21,cg05099387,median,4
21,cg19542816,median,4
21,cg23420260,median,4
22,cg00448707,median,5
22,cg13697378,median,5
22,cg20149168,median,5
22,cg22901840,median,5
22,cg24871743,median,5
23,cg05436231,median,3
23,cg10961604,median,3
23,cg11955474,median,3
24,cg02469909,median,3
24,cg03364108,median,3
24,cg12492885,median,3
25,cg03573446,median,5
25,cg10941747,median,5
25,cg12518442,median,5
25,cg14839404,median,5
25,cg22047703,median,5
26,cg04328477,median,4
26,cg04513006,median,4
26,cg06723863,median,4
26,cg08694699,median,4
27,cg04074140,median,6
27,cg10364041,median,6
27,cg10470588,median,6
27,cg20129242,median,6
27,cg24897255,median,6
27,cg27567401,median,6
28,cg01530101,median,5
28,cg05029822,median,5
28,cg12198813,median,5
28,cg23008562,median,5
28,cg25203481,median,5
29,cg01047555,median,4
29,cg12462816,median,4
29,cg13612083,median,4
29,cg16001722,median,4
30,cg15845821,median,4
30,cg19344626,median,4
30,cg19784428,median,4
30,cg20249566,median,4
31,cg00804078,median,4
31,cg02872426,median,4
31,cg07164639,median,4
31,cg14956327,median,4
32,cg07676859,median,4
32,cg14631053,median,4
32,cg18197392,median,4
32,cg22534145,median,4
33,cg03085549,median,4
33,cg03743982,median,4
33,cg03991512,median,4
33,cg16540789,median,4
34,cg18633600,median,2
34,cg18952026,median,2
35,cg17163168,median,4
35,cg17471939,median,4
35,cg17804348,median,4
35,cg26055950,median,4
36,cg01278873,median,4
36,cg07894352,median,4
36,cg14531862,median,4
36,cg15904523,median,4
37,cg01908954,median,3
37,cg11831981,median,3
37,cg19223299,median,3
38,cg18556788,median,2
38,cg22058122,median,2
39,cg00963169,median,2
39,cg13678973,median,2
40,cg00316839,median,2
40,cg22869030,median,2
41,cg08204702,median,2
41,cg24628676,median,2
42,cg20276377,median,2
42,cg22092811,median,2
43,cg07571451,median,2
43,cg14997413,median,2
44,cg11909748,median,3
44,cg12665460,median,3
44,cg14582763,median,3
45,cg08207377,median,4
45,cg15174905,median,4
45,cg24446071,median,4
45,cg26504305,median,4
46,cg07955995,median,4
46,cg08097417,median,4
46,cg14361627,median,4
46,cg22285878,median,4
47,cg06707978,median,2
47,cg21911021,median,2
48,cg08370546,median,4
48,cg13278478,median,4
48,cg19759064,median,4
48,cg21940640,median,4
49,cg05308819,median,5
49,cg07082267,median,5
49,cg11693709,median,5
49,cg17457912,median,5
49,cg22796704,median,5
50,cg00397986,median,2
50,cg09951349,median,2
51,cg03523785,median,2
51,cg23571812,median,2
52,cg03185593,median,2
52,cg07479670,median,2
53,cg05871694,median,2
53,cg06697536,median,2
54,cg01663603,median,3
54,cg12307787,median,3
54,cg12392473,median,3
55,cg08550421,median,3
55,cg18902090,median,3
55,cg23026864,median,3
56,cg02932314,median,4
56,cg12127472,median,4
56,cg12781700,median,4
56,cg17269633,median,4
57,cg22282410,median,2
57,cg27392792,median,2
58,cg08927006,median,2
58,cg18499443,median,2
59,cg04778012,median,3
59,cg10084644,median,3
59,cg15140703,median,3
60,cg20318166,median,3
60,cg22387369,median,3
60,cg25895948,median,3
61,cg06094615,median,3
61,cg18521914,median,3
61,cg22717227,median,3
62,cg03963198,median,3
62,cg14507560,median,3
62,cg24937747,median,3
63,cg02105519,median,3
63,cg16400492,median,3
63,cg23953697,median,3
64,cg00500705,median,2
64,cg24156796,median,2
65,cg18182399,median,3
65,cg20065463,median,3
65,cg24927800,median,3
66,cg00169725,median,3
66,cg01995468,median,3
66,cg23476877,median,3
67,cg14042143,median,3
67,cg16313758,median,3
67,cg18338984,median,3
68,cg17802949,median,2
68,cg19855470,median,2
69,cg03728674,median,3
69,cg18502099,median,3
69,cg26283480,median,3
70,cg00027400,median,2
70,cg07935012,median,2
71,cg14882054,median,2
71,cg18829268,median,2
72,cg10721149,median,2
72,cg13834623,median,2
73,cg15708153,median,2
73,cg26309134,median,2
74,cg06942685,median,2
74,cg21493505,median,2
75,cg09022422,median,2
75,cg26836233,median,2
76,cg05617469,median,2
76,cg24259244,median,2
77,cg01212887,median,2
77,cg23111830,median,2
78,cg13782090,median,2
78,cg22212691,median,2
79,cg03365437,median,3
79,cg13198321,median,3
79,cg14805347,median,3
80,cg20286200,median,2
80,cg20980055,median,2
81,cg00883831,median,3
81,cg13278353,median,3
81,cg22705959,median,3
82,cg11574469,median,2
82,cg25141674,median,2
83,cg02119363,median,3
83,cg04894619,median,3
83,cg13473356,median,3
84,cg06558502,median,2
84,cg26682068,median,2
85,cg05942459,median,3
85,cg13080565,median,3
85,cg22541254,median,3
86,cg01896761,median,2
86,cg18406197,median,2
87,cg10989897,median,2
87,cg18202449,median,2
88,cg11176990,median,3
88,cg12206199,median,3
88,cg22158769,median,3
89,cg11006267,median,3
89,cg19505546,median,3
89,cg27658304,median,3
90,cg12145907,median,3
90,cg12648074,median,3
90,cg15361590,median,3
91,cg07035659,median,2
91,cg07462756,median,2
92,cg05344430,median,2
92,cg11354629,median,2
93,cg12671082,median,2
93,cg21949333,median,2
94,cg06183338,median,2
94,cg20764887,median,2
95,cg13794993,median,2
95,cg15191648,median,2
96,cg21547708,median,2
96,cg22277994,median,2
97,cg02699218,median,2
97,cg04044664,median,2
98,cg16339238,median,2
98,cg17368760,median,2
99,cg01666793,median,2
99,cg03593550,median,2
100,cg06002370,median,2
100,cg22752008,median,2
101,cg12756396,median,2
101,cg25191628,median,2
102,cg14889768,median,2
102,cg20098887,median,2
103,cg00752099,median,2
103,cg02778418,median,2
104,cg01688688,median,2
104,cg25603636,median,2
105,cg05756933,median,2
105,cg15381304,median,2
106,cg22856324,median,2
106,cg22979783,median,2
107,cg17816908,median,2
107,cg21517947,median,2
108,cg18327056,median,2
108,cg20491914,median,2
109,cg13612317,median,2
109,cg14776578,median,2
110,cg03738352,median,2
110,cg19766441,median,2
111,cg12157673,median,2
111,cg22832557,median,2
112,cg16960758,median,2
112,cg25694915,median,2
113,cg00273449,median,2
113,cg20945085,median,2
114,cg08328777,median,2
114,cg19295951,median,2
115,cg19612068,median,2
115,cg22273555,median,2
116,cg00688297,median,2
116,cg05828690,median,2
117,cg26614073,median,2
117,cg27386529,median,2
118,cg17767285,median,2
118,cg18213472,median,2
119,cg02151625,median,2
119,cg03945700,median,2
120,cg02391713,median,2
120,cg22620090,median,2
121,cg06128028,median,2
121,cg23602974,median,2
122,cg00048759,median,2
122,cg18691434,median,2
123,cg06226630,median,2
123,cg10242160,median,2
124,cg07643096,median,2
124,cg27642470,median,2
125,cg14973055,median,2
125,cg16358867,median,2
126,cg09410607,median,2
126,cg14556303,median,2
127,cg11920122,median,2
127,cg14612428,median,2
128,cg16054275,median,2
128,cg25256723,median,2
129,cg02796545,median,2
129,cg23132624,median,2
130,cg07963234,median,2
130,cg15448975,median,2
131,cg20222376,median,2
131,cg25533247,median,2
132,cg16667279,median,2
132,cg18582342,median,2
133,cg22897615,median,2
133,cg24125828,median,2
134,cg07578695,median,2
134,cg27513574,median,2
135,cg10171347,median,2
135,cg19355087,median,2
136,cg20595453,median,2
136,cg25371036,median,2
137,cg13790576,median,2
137,cg23469878,median,2
138,cg00509431,median,2
138,cg04721116,median,2
139,cg00064261,median,2
139,cg11689813,median,2
140,cg17179314,median,2
140,cg24369989,median,2
141,cg01555014,median,2
141,cg04093047,median,2
142,cg01557798,median,2
142,cg04193160,median,2
143,cg02513379,median,2
143,cg16454902,median,2
144,cg01410876,median,2
144,cg04731544,median,2
145,cg05406635,median,2
145,cg16717713,median,2
146,cg05492839,median,2
146,cg18417423,median,2
147,cg00286125,median,2
147,cg05368740,median,2
148,cg08620606,median,2
148,cg18097850,median,2
149,cg03304380,median,2
149,cg20536983,median,2
150,cg00069242,median,2
150,cg16271600,median,2
151,cg07806886,median,2
151,cg17321954,median,2
152,cg04275362,median,2
152,cg15676719,median,2
153,cg11126134,median,2
153,cg24891133,median,2
154,cg10077239,median,2
154,cg16117273,median,2
155,cg02973171,median,2
155,cg19320476,median,2
156,cg05807885,median,2
156,cg15962547,median,2
157,cg10812186,median,2
157,cg24055029,median,2
158,cg02694017,median,2
158,cg25235766,median,2
159,cg04543008,median,2
159,cg11334771,median,2
160,cg06368093,median,2
160,cg12259537,median,2
161,cg04672706,median,2
161,cg15186181,median,2
162,cg06272038,median,2
162,cg10526374,median,2
163,cg09492887,median,2
163,cg25288897,median,2
164,cg09310092,median,2
164,cg18450254,median,2
165,cg15809217,median,2
165,cg16171137,median,2
166,cg01020263,median,2
166,cg01243823,median,2
167,cg07883823,median,2
167,cg22117918,median,2
168,cg08015382,median,2
168,cg16201146,median,2
169,cg08655662,median,2
169,cg20263901,median,2
170,cg17380661,median,2
170,cg27252696,median,2
171,cg01873886,median,2
171,cg08046044,median,2
172,cg08455099,median,2
172,cg24871414,median,2
173,cg03754403,median,2
173,cg16615154,median,2
174,cg04905434,median,2
174,cg21638161,median,2
175,cg04138185,median,2
175,cg14096889,median,2
176,cg01097384,median,2
176,cg19389884,median,2
177,cg03438552,median,2
177,cg08998192,median,2
178,cg12948621,median,2
178,cg14166009,median,2
179,cg00481644,median,2
179,cg20738500,median,2
180,cg02030542,median,2
180,cg06911110,median,2
181,cg02281167,median,2
181,cg03771840,median,2
182,cg04842146,median,2
182,cg23649708,median,2
183,cg06247837,median,2
183,cg10986043,median,2
184,cg02365514,median,2
184,cg27499860,median,2
185,cg05295557,median,2
185,cg07115542,median,2
186,cg03484180,median,2
186,cg13072940,median,2
187,cg02767613,median,2
187,cg05347845,median,2
188,cg15051960,median,2
188,cg24942186,median,2
189,cg18074297,median,2
189,cg19200589,median,2
190,cg14573411,median,2
190,cg15922174,median,2
191,cg13816999,median,2
191,cg25246431,median,2
192,cg07739179,median,2
192,cg10172783,median,2
193,cg00394316,median,2
193,cg11983867,median,2
194,cg24637364,median,2
194,cg26963271,median,2
195,cg07502389,median,2
195,cg18267374,median,2
196,cg02286091,median,2
196,cg10660256,median,2
197,cg05039475,median,2
197,cg10796805,median,2
198,cg07850154,median,2
198,cg17621438,median,2
199,cg03757784,median,2
199,cg19064258,median,2
200,cg06900164,median,2
200,cg13218710,median,2
201,cg10523019,median,2
201,cg19451698,median,2
202,cg01321673,median,2
202,cg04485799,median,2
203,cg01256539,median,2
203,cg06526721,median,2
204,cg27152890,median,2
204,cg27553457,median,2
205,cg08277369,median,2
205,cg09259081,median,2
206,cg07702750,median,2
206,cg19929126,median,2
207,cg09574757,median,2
207,cg21517904,median,2
208,cg00667751,median,2
208,cg27304020,median,2
209,cg05542681,median,2
209,cg10791317,median,2
210,cg18324707,median,2
210,cg22428147,median,2
211,cg06178563,median,2
211,cg22265644,median,2
212,cg10640944,median,2
212,cg24531022,median,2
213,cg09014329,median,2
213,cg19935040,median,2
214,cg11624524,median,2
214,cg24667575,median,2
215,cg00032205,median,2
215,cg15747595,median,2
216,cg00660608,median,2
216,cg03084724,median,2
217,cg12699286,median,2
217,cg24500832,median,2
218,cg01564268,median,2
218,cg15825321,median,2
219,cg09663111,median,2
219,cg19155932,median,2
220,cg07027613,median,2
220,cg21990700,median,2
221,cg13944685,median,2
221,cg16385335,median,2
222,cg13557668,median,2
222,cg26664161,median,2
223,cg13895343,median,2
223,cg14854355,median,2
224,cg10917602,median,2
224,cg20010135,median,2
225,cg16009734,median,2
225,cg21683284,median,2
226,cg21200656,median,2
226,cg27147819,median,2
227,cg22167515,median,2
227,cg24139093,median,2
228,cg09278980,median,2
228,cg27639942,median,2
229,cg02964724,median,2
229,cg27252164,median,2
230,cg06933824,median,2
230,cg07485775,median,2
231,cg14442492,median,2
231,cg19419291,median,2
232,cg02626129,median,2
232,cg19863655,median,2
233,cg02286081,median,2
233,cg14356799,median,2
234,cg21800232,median,2
234,cg25316339,median,2
235,cg03039990,median,2
235,cg18186343,median,2
236,cg04739647,median,2
236,cg05167251,median,2
237,cg01429449,median,2
237,cg04452311,median,2
238,cg15471953,median,2
238,cg21925310,median,2
239,cg12441967,median,2
239,cg22059073,median,2
240,cg18511007,median,2
240,cg26942275,median,2
241,cg04317962,median,2
241,cg09422450,median,2
242,cg17190891,median,2
242,cg24707573,median,2
243,cg01337391,median,2
243,cg05544500,median,2
244,cg02401454,median,2
244,cg07703401,median,2
245,cg14016177,singleton,1
246,cg12181133,singleton,1
247,cg14058848,singleton,1
248,cg14295611,singleton,1
249,cg12250872,singleton,1
250,cg07100508,singleton,1
251,cg00272971,singleton,1
252,cg00168942,singleton,1
253,cg14314674,singleton,1
254,cg14438325,singleton,1
255,cg13861180,singleton,1
256,cg13852561,singleton,1
257,cg00036732,singleton,1
258,cg13850871,singleton,1
259,cg12626956,singleton,1
260,cg14257429,singleton,1
261,cg07714757,singleton,1
262,cg14669274,singleton,1
263,cg11308840,singleton,1
264,cg14254767,singleton,1
